marca_id,marca,modelo_id,modelo,anio,version,calidad_registro,clave_catalogo,activo
1,Audi,2,A3,2005,1.8 TFSI,catalogo_ampliado,Audi|A3|2005|1.8 TFSI,True
1,Audi,2,A3,2005,Sportback,catalogo_ampliado,Audi|A3|2005|Sportback,True
1,Audi,2,A3,2005,S Line,catalogo_ampliado,Audi|A3|2005|S Line,True
1,Audi,2,A3,2005,Otra / No sé,fallback,Audi|A3|2005|Otra / No sé,True
1,Audi,2,A3,2006,1.4 TFSI,catalogo_ampliado,Audi|A3|2006|1.4 TFSI,True
1,Audi,2,A3,2006,1.8 TFSI,catalogo_ampliado,Audi|A3|2006|1.8 TFSI,True
1,Audi,2,A3,2006,Sportback,catalogo_ampliado,Audi|A3|2006|Sportback,True
1,Audi,2,A3,2006,S Line,catalogo_ampliado,Audi|A3|2006|S Line,True
1,Audi,2,A3,2006,Otra / No sé,fallback,Audi|A3|2006|Otra / No sé,True
1,Audi,2,A3,2007,1.4 TFSI,catalogo_ampliado,Audi|A3|2007|1.4 TFSI,True
1,Audi,2,A3,2007,1.8 TFSI,catalogo_ampliado,Audi|A3|2007|1.8 TFSI,True
1,Audi,2,A3,2007,Sportback,catalogo_ampliado,Audi|A3|2007|Sportback,True
1,Audi,2,A3,2007,S Line,catalogo_ampliado,Audi|A3|2007|S Line,True
1,Audi,2,A3,2007,Otra / No sé,fallback,Audi|A3|2007|Otra / No sé,True
1,Audi,2,A3,2008,1.4 TFSI,catalogo_ampliado,Audi|A3|2008|1.4 TFSI,True
1,Audi,2,A3,2008,1.8 TFSI,catalogo_ampliado,Audi|A3|2008|1.8 TFSI,True
1,Audi,2,A3,2008,Sportback,catalogo_ampliado,Audi|A3|2008|Sportback,True
1,Audi,2,A3,2008,S Line,catalogo_ampliado,Audi|A3|2008|S Line,True
1,Audi,2,A3,2008,Otra / No sé,fallback,Audi|A3|2008|Otra / No sé,True
1,Audi,2,A3,2009,1.4 TFSI,catalogo_ampliado,Audi|A3|2009|1.4 TFSI,True
1,Audi,2,A3,2009,1.8 TFSI,catalogo_ampliado,Audi|A3|2009|1.8 TFSI,True
1,Audi,2,A3,2009,Sportback,catalogo_ampliado,Audi|A3|2009|Sportback,True
1,Audi,2,A3,2009,S Line,catalogo_ampliado,Audi|A3|2009|S Line,True
1,Audi,2,A3,2009,Otra / No sé,fallback,Audi|A3|2009|Otra / No sé,True
1,Audi,2,A3,2010,1.4 TFSI,catalogo_ampliado,Audi|A3|2010|1.4 TFSI,True
1,Audi,2,A3,2010,1.8 TFSI,catalogo_ampliado,Audi|A3|2010|1.8 TFSI,True
1,Audi,2,A3,2010,Sportback,catalogo_ampliado,Audi|A3|2010|Sportback,True
1,Audi,2,A3,2010,S Line,catalogo_ampliado,Audi|A3|2010|S Line,True
1,Audi,2,A3,2010,Otra / No sé,fallback,Audi|A3|2010|Otra / No sé,True
1,Audi,2,A3,2011,1.4 TFSI,catalogo_ampliado,Audi|A3|2011|1.4 TFSI,True
1,Audi,2,A3,2011,1.8 TFSI,catalogo_ampliado,Audi|A3|2011|1.8 TFSI,True
1,Audi,2,A3,2011,Sportback,catalogo_ampliado,Audi|A3|2011|Sportback,True
1,Audi,2,A3,2011,S Line,catalogo_ampliado,Audi|A3|2011|S Line,True
1,Audi,2,A3,2011,Otra / No sé,fallback,Audi|A3|2011|Otra / No sé,True
1,Audi,2,A3,2012,1.4 TFSI,catalogo_ampliado,Audi|A3|2012|1.4 TFSI,True
1,Audi,2,A3,2012,1.8 TFSI,catalogo_ampliado,Audi|A3|2012|1.8 TFSI,True
1,Audi,2,A3,2012,Sportback,catalogo_ampliado,Audi|A3|2012|Sportback,True
1,Audi,2,A3,2012,S Line,catalogo_ampliado,Audi|A3|2012|S Line,True
1,Audi,2,A3,2012,Otra / No sé,fallback,Audi|A3|2012|Otra / No sé,True
1,Audi,2,A3,2013,1.4 TFSI,catalogo_ampliado,Audi|A3|2013|1.4 TFSI,True
1,Audi,2,A3,2013,1.8 TFSI,catalogo_ampliado,Audi|A3|2013|1.8 TFSI,True
1,Audi,2,A3,2013,Sportback,catalogo_ampliado,Audi|A3|2013|Sportback,True
1,Audi,2,A3,2013,S Line,catalogo_ampliado,Audi|A3|2013|S Line,True
1,Audi,2,A3,2013,Otra / No sé,fallback,Audi|A3|2013|Otra / No sé,True
1,Audi,2,A3,2014,1.4 TFSI,catalogo_ampliado,Audi|A3|2014|1.4 TFSI,True
1,Audi,2,A3,2014,1.8 TFSI,catalogo_ampliado,Audi|A3|2014|1.8 TFSI,True
1,Audi,2,A3,2014,Sportback,catalogo_ampliado,Audi|A3|2014|Sportback,True
1,Audi,2,A3,2014,S Line,catalogo_ampliado,Audi|A3|2014|S Line,True
1,Audi,2,A3,2014,Otra / No sé,fallback,Audi|A3|2014|Otra / No sé,True
1,Audi,2,A3,2015,1.4 TFSI,catalogo_ampliado,Audi|A3|2015|1.4 TFSI,True
1,Audi,2,A3,2015,1.8 TFSI,catalogo_ampliado,Audi|A3|2015|1.8 TFSI,True
1,Audi,2,A3,2015,Sportback,catalogo_ampliado,Audi|A3|2015|Sportback,True
1,Audi,2,A3,2015,S Line,catalogo_ampliado,Audi|A3|2015|S Line,True
1,Audi,2,A3,2015,Otra / No sé,fallback,Audi|A3|2015|Otra / No sé,True
1,Audi,2,A3,2016,1.4 TFSI,catalogo_ampliado,Audi|A3|2016|1.4 TFSI,True
1,Audi,2,A3,2016,1.8 TFSI,catalogo_ampliado,Audi|A3|2016|1.8 TFSI,True
1,Audi,2,A3,2016,Sportback,catalogo_ampliado,Audi|A3|2016|Sportback,True
1,Audi,2,A3,2016,S Line,catalogo_ampliado,Audi|A3|2016|S Line,True
1,Audi,2,A3,2016,Otra / No sé,fallback,Audi|A3|2016|Otra / No sé,True
1,Audi,2,A3,2017,1.4 TFSI,catalogo_ampliado,Audi|A3|2017|1.4 TFSI,True
1,Audi,2,A3,2017,1.8 TFSI,catalogo_ampliado,Audi|A3|2017|1.8 TFSI,True
1,Audi,2,A3,2017,Sportback,catalogo_ampliado,Audi|A3|2017|Sportback,True
1,Audi,2,A3,2017,S Line,catalogo_ampliado,Audi|A3|2017|S Line,True
1,Audi,2,A3,2017,Otra / No sé,fallback,Audi|A3|2017|Otra / No sé,True
1,Audi,2,A3,2018,1.4 TFSI,catalogo_ampliado,Audi|A3|2018|1.4 TFSI,True
1,Audi,2,A3,2018,1.8 TFSI,catalogo_ampliado,Audi|A3|2018|1.8 TFSI,True
1,Audi,2,A3,2018,Sportback,catalogo_ampliado,Audi|A3|2018|Sportback,True
1,Audi,2,A3,2018,S Line,catalogo_ampliado,Audi|A3|2018|S Line,True
1,Audi,2,A3,2018,Otra / No sé,fallback,Audi|A3|2018|Otra / No sé,True
1,Audi,2,A3,2019,1.4 TFSI,catalogo_ampliado,Audi|A3|2019|1.4 TFSI,True
1,Audi,2,A3,2019,1.8 TFSI,catalogo_ampliado,Audi|A3|2019|1.8 TFSI,True
1,Audi,2,A3,2019,Sportback,catalogo_ampliado,Audi|A3|2019|Sportback,True
1,Audi,2,A3,2019,S Line,catalogo_ampliado,Audi|A3|2019|S Line,True
1,Audi,2,A3,2019,Otra / No sé,fallback,Audi|A3|2019|Otra / No sé,True
1,Audi,2,A3,2020,1.4 TFSI,catalogo_ampliado,Audi|A3|2020|1.4 TFSI,True
1,Audi,2,A3,2020,1.8 TFSI,catalogo_ampliado,Audi|A3|2020|1.8 TFSI,True
1,Audi,2,A3,2020,Sportback,catalogo_ampliado,Audi|A3|2020|Sportback,True
1,Audi,2,A3,2020,S Line,catalogo_ampliado,Audi|A3|2020|S Line,True
1,Audi,2,A3,2020,Otra / No sé,fallback,Audi|A3|2020|Otra / No sé,True
1,Audi,2,A3,2021,1.4 TFSI,catalogo_ampliado,Audi|A3|2021|1.4 TFSI,True
1,Audi,2,A3,2021,1.8 TFSI,catalogo_ampliado,Audi|A3|2021|1.8 TFSI,True
1,Audi,2,A3,2021,Sportback,catalogo_ampliado,Audi|A3|2021|Sportback,True
1,Audi,2,A3,2021,S Line,catalogo_ampliado,Audi|A3|2021|S Line,True
1,Audi,2,A3,2021,Otra / No sé,fallback,Audi|A3|2021|Otra / No sé,True
1,Audi,2,A3,2022,1.4 TFSI,catalogo_ampliado,Audi|A3|2022|1.4 TFSI,True
1,Audi,2,A3,2022,1.8 TFSI,catalogo_ampliado,Audi|A3|2022|1.8 TFSI,True
1,Audi,2,A3,2022,Sportback,catalogo_ampliado,Audi|A3|2022|Sportback,True
1,Audi,2,A3,2022,S Line,catalogo_ampliado,Audi|A3|2022|S Line,True
1,Audi,2,A3,2022,Otra / No sé,fallback,Audi|A3|2022|Otra / No sé,True
1,Audi,2,A3,2023,1.4 TFSI,catalogo_ampliado,Audi|A3|2023|1.4 TFSI,True
1,Audi,2,A3,2023,1.8 TFSI,catalogo_ampliado,Audi|A3|2023|1.8 TFSI,True
1,Audi,2,A3,2023,Sportback,catalogo_ampliado,Audi|A3|2023|Sportback,True
1,Audi,2,A3,2023,S Line,catalogo_ampliado,Audi|A3|2023|S Line,True
1,Audi,2,A3,2023,Otra / No sé,fallback,Audi|A3|2023|Otra / No sé,True
1,Audi,2,A3,2024,1.4 TFSI,catalogo_ampliado,Audi|A3|2024|1.4 TFSI,True
1,Audi,2,A3,2024,1.8 TFSI,catalogo_ampliado,Audi|A3|2024|1.8 TFSI,True
1,Audi,2,A3,2024,Sportback,catalogo_ampliado,Audi|A3|2024|Sportback,True
1,Audi,2,A3,2024,S Line,catalogo_ampliado,Audi|A3|2024|S Line,True
1,Audi,2,A3,2024,Otra / No sé,fallback,Audi|A3|2024|Otra / No sé,True
1,Audi,2,A3,2025,1.4 TFSI,catalogo_ampliado,Audi|A3|2025|1.4 TFSI,True
1,Audi,2,A3,2025,1.8 TFSI,catalogo_ampliado,Audi|A3|2025|1.8 TFSI,True
1,Audi,2,A3,2025,Sportback,catalogo_ampliado,Audi|A3|2025|Sportback,True
1,Audi,2,A3,2025,S Line,catalogo_ampliado,Audi|A3|2025|S Line,True
1,Audi,2,A3,2025,Otra / No sé,fallback,Audi|A3|2025|Otra / No sé,True
1,Audi,2,A3,2026,1.4 TFSI,catalogo_ampliado,Audi|A3|2026|1.4 TFSI,True
1,Audi,2,A3,2026,1.8 TFSI,catalogo_ampliado,Audi|A3|2026|1.8 TFSI,True
1,Audi,2,A3,2026,Sportback,catalogo_ampliado,Audi|A3|2026|Sportback,True
1,Audi,2,A3,2026,S Line,catalogo_ampliado,Audi|A3|2026|S Line,True
1,Audi,2,A3,2026,Otra / No sé,fallback,Audi|A3|2026|Otra / No sé,True
1,Audi,3,A4,1995,1.8T,catalogo_ampliado,Audi|A4|1995|1.8T,True
1,Audi,3,A4,1995,2.0 TFSI,catalogo_ampliado,Audi|A4|1995|2.0 TFSI,True
1,Audi,3,A4,1995,S Line,catalogo_ampliado,Audi|A4|1995|S Line,True
1,Audi,3,A4,1995,Otra / No sé,fallback,Audi|A4|1995|Otra / No sé,True
1,Audi,3,A4,1996,1.8T,catalogo_ampliado,Audi|A4|1996|1.8T,True
1,Audi,3,A4,1996,2.0 TFSI,catalogo_ampliado,Audi|A4|1996|2.0 TFSI,True
1,Audi,3,A4,1996,S Line,catalogo_ampliado,Audi|A4|1996|S Line,True
1,Audi,3,A4,1996,Otra / No sé,fallback,Audi|A4|1996|Otra / No sé,True
1,Audi,3,A4,1997,1.8T,catalogo_ampliado,Audi|A4|1997|1.8T,True
1,Audi,3,A4,1997,2.0 TFSI,catalogo_ampliado,Audi|A4|1997|2.0 TFSI,True
1,Audi,3,A4,1997,S Line,catalogo_ampliado,Audi|A4|1997|S Line,True
1,Audi,3,A4,1997,Otra / No sé,fallback,Audi|A4|1997|Otra / No sé,True
1,Audi,3,A4,1998,1.8T,catalogo_ampliado,Audi|A4|1998|1.8T,True
1,Audi,3,A4,1998,2.0 TFSI,catalogo_ampliado,Audi|A4|1998|2.0 TFSI,True
1,Audi,3,A4,1998,S Line,catalogo_ampliado,Audi|A4|1998|S Line,True
1,Audi,3,A4,1998,Otra / No sé,fallback,Audi|A4|1998|Otra / No sé,True
1,Audi,3,A4,1999,1.8T,catalogo_ampliado,Audi|A4|1999|1.8T,True
1,Audi,3,A4,1999,2.0 TFSI,catalogo_ampliado,Audi|A4|1999|2.0 TFSI,True
1,Audi,3,A4,1999,S Line,catalogo_ampliado,Audi|A4|1999|S Line,True
1,Audi,3,A4,1999,Otra / No sé,fallback,Audi|A4|1999|Otra / No sé,True
1,Audi,3,A4,2000,1.8T,catalogo_ampliado,Audi|A4|2000|1.8T,True
1,Audi,3,A4,2000,2.0 TFSI,catalogo_ampliado,Audi|A4|2000|2.0 TFSI,True
1,Audi,3,A4,2000,S Line,catalogo_ampliado,Audi|A4|2000|S Line,True
1,Audi,3,A4,2000,Otra / No sé,fallback,Audi|A4|2000|Otra / No sé,True
1,Audi,3,A4,2001,1.8T,catalogo_ampliado,Audi|A4|2001|1.8T,True
1,Audi,3,A4,2001,2.0 TFSI,catalogo_ampliado,Audi|A4|2001|2.0 TFSI,True
1,Audi,3,A4,2001,S Line,catalogo_ampliado,Audi|A4|2001|S Line,True
1,Audi,3,A4,2001,Otra / No sé,fallback,Audi|A4|2001|Otra / No sé,True
1,Audi,3,A4,2002,1.8T,catalogo_ampliado,Audi|A4|2002|1.8T,True
1,Audi,3,A4,2002,2.0 TFSI,catalogo_ampliado,Audi|A4|2002|2.0 TFSI,True
1,Audi,3,A4,2002,S Line,catalogo_ampliado,Audi|A4|2002|S Line,True
1,Audi,3,A4,2002,Otra / No sé,fallback,Audi|A4|2002|Otra / No sé,True
1,Audi,3,A4,2003,1.8T,catalogo_ampliado,Audi|A4|2003|1.8T,True
1,Audi,3,A4,2003,2.0 TFSI,catalogo_ampliado,Audi|A4|2003|2.0 TFSI,True
1,Audi,3,A4,2003,S Line,catalogo_ampliado,Audi|A4|2003|S Line,True
1,Audi,3,A4,2003,Otra / No sé,fallback,Audi|A4|2003|Otra / No sé,True
1,Audi,3,A4,2004,1.8T,catalogo_ampliado,Audi|A4|2004|1.8T,True
1,Audi,3,A4,2004,2.0 TFSI,catalogo_ampliado,Audi|A4|2004|2.0 TFSI,True
1,Audi,3,A4,2004,S Line,catalogo_ampliado,Audi|A4|2004|S Line,True
1,Audi,3,A4,2004,Otra / No sé,fallback,Audi|A4|2004|Otra / No sé,True
1,Audi,3,A4,2005,1.8T,catalogo_ampliado,Audi|A4|2005|1.8T,True
1,Audi,3,A4,2005,2.0 TFSI,catalogo_ampliado,Audi|A4|2005|2.0 TFSI,True
1,Audi,3,A4,2005,S Line,catalogo_ampliado,Audi|A4|2005|S Line,True
1,Audi,3,A4,2005,Otra / No sé,fallback,Audi|A4|2005|Otra / No sé,True
1,Audi,3,A4,2006,1.8T,catalogo_ampliado,Audi|A4|2006|1.8T,True
1,Audi,3,A4,2006,2.0 TFSI,catalogo_ampliado,Audi|A4|2006|2.0 TFSI,True
1,Audi,3,A4,2006,S Line,catalogo_ampliado,Audi|A4|2006|S Line,True
1,Audi,3,A4,2006,Otra / No sé,fallback,Audi|A4|2006|Otra / No sé,True
1,Audi,3,A4,2007,1.8T,catalogo_ampliado,Audi|A4|2007|1.8T,True
1,Audi,3,A4,2007,2.0 TFSI,catalogo_ampliado,Audi|A4|2007|2.0 TFSI,True
1,Audi,3,A4,2007,S Line,catalogo_ampliado,Audi|A4|2007|S Line,True
1,Audi,3,A4,2007,Otra / No sé,fallback,Audi|A4|2007|Otra / No sé,True
1,Audi,3,A4,2008,1.8T,catalogo_ampliado,Audi|A4|2008|1.8T,True
1,Audi,3,A4,2008,2.0 TFSI,catalogo_ampliado,Audi|A4|2008|2.0 TFSI,True
1,Audi,3,A4,2008,S Line,catalogo_ampliado,Audi|A4|2008|S Line,True
1,Audi,3,A4,2008,Otra / No sé,fallback,Audi|A4|2008|Otra / No sé,True
1,Audi,3,A4,2009,1.8T,catalogo_ampliado,Audi|A4|2009|1.8T,True
1,Audi,3,A4,2009,2.0 TFSI,catalogo_ampliado,Audi|A4|2009|2.0 TFSI,True
1,Audi,3,A4,2009,S Line,catalogo_ampliado,Audi|A4|2009|S Line,True
1,Audi,3,A4,2009,Otra / No sé,fallback,Audi|A4|2009|Otra / No sé,True
1,Audi,3,A4,2010,1.8T,catalogo_ampliado,Audi|A4|2010|1.8T,True
1,Audi,3,A4,2010,2.0 TFSI,catalogo_ampliado,Audi|A4|2010|2.0 TFSI,True
1,Audi,3,A4,2010,S Line,catalogo_ampliado,Audi|A4|2010|S Line,True
1,Audi,3,A4,2010,Otra / No sé,fallback,Audi|A4|2010|Otra / No sé,True
1,Audi,3,A4,2011,1.8T,catalogo_ampliado,Audi|A4|2011|1.8T,True
1,Audi,3,A4,2011,2.0 TFSI,catalogo_ampliado,Audi|A4|2011|2.0 TFSI,True
1,Audi,3,A4,2011,S Line,catalogo_ampliado,Audi|A4|2011|S Line,True
1,Audi,3,A4,2011,Otra / No sé,fallback,Audi|A4|2011|Otra / No sé,True
1,Audi,3,A4,2012,1.8T,catalogo_ampliado,Audi|A4|2012|1.8T,True
1,Audi,3,A4,2012,2.0 TFSI,catalogo_ampliado,Audi|A4|2012|2.0 TFSI,True
1,Audi,3,A4,2012,S Line,catalogo_ampliado,Audi|A4|2012|S Line,True
1,Audi,3,A4,2012,Otra / No sé,fallback,Audi|A4|2012|Otra / No sé,True
1,Audi,3,A4,2013,1.8T,catalogo_ampliado,Audi|A4|2013|1.8T,True
1,Audi,3,A4,2013,2.0 TFSI,catalogo_ampliado,Audi|A4|2013|2.0 TFSI,True
1,Audi,3,A4,2013,S Line,catalogo_ampliado,Audi|A4|2013|S Line,True
1,Audi,3,A4,2013,Otra / No sé,fallback,Audi|A4|2013|Otra / No sé,True
1,Audi,3,A4,2014,1.8T,catalogo_ampliado,Audi|A4|2014|1.8T,True
1,Audi,3,A4,2014,2.0 TFSI,catalogo_ampliado,Audi|A4|2014|2.0 TFSI,True
1,Audi,3,A4,2014,S Line,catalogo_ampliado,Audi|A4|2014|S Line,True
1,Audi,3,A4,2014,Otra / No sé,fallback,Audi|A4|2014|Otra / No sé,True
